word,weight,,
themselves,0,,
then,0.06060606060606061,,
there,0.13043478260869565,,
there’s,0.7777777777777778,,
therefore,0.5,,
they’re,0.875,,
thin,0.5,,
thing,0.29411764705882354,,
think,0.5733333333333334,,
thinking,0.6363636363636364,,
thinks,0.7142857142857143,,
this,0.10869565217391304,,
this,0.5,,
those,0.2564102564102564,,
though,0.5,,
thought,0.42857142857142855,,
thoughtful,0,,
threatened,0.5,,
threw,0.5,,
thrilled,0.6666666666666666,,
thrive,0,,
thrives,0.5,,
through,0.38095238095238093,,
throughout,0.6,,
tianna,0.5,,
tiffany,0,,
tim,0.6363636363636364,,
time,0.23076923076923078,,
today,0.42857142857142855,,
today’s,0.5,,
together,0.5813953488372093,,
together’,0.5,,
told,0.5,,
tomorrow,0.2,,
too,0.7777777777777778,,
tools,0.5,,
touch,0,,
toward,0.6666666666666666,,
tract,0.5,,
tragic,0,,
trained,0.5,,
transform,0,,
transportation,0.2,,
trayvon,0.5,,
treasure,0.5,,
treat,0,,
tried,0.42857142857142855,,
troops,0,,
trump’s,0.2,,
trumps,0.8,,
trust,0.7142857142857143,,
truth,0,,
try,0.6,,
trying,0.25,,
tuesday,0.6666666666666666,,
tulsa,0.5,,
turn,0.125,,
turned,0.2727272727272727,,
turnout,0.6,,
tv,0.6,,
twelve,0.2,,
twenty,0.5,,
ultimate,0.5,,
understand,0.6666666666666666,,
understanding,0.5,,
understands,0.14285714285714285,,
undocumented,0.6,,
uniform,0.5,,
union,0.5,,
universal,0.6,,
universe,0.6,,
universities,0.5,,
university,0.6666666666666666,,
unlimited,0,,
unprecedented,0,,
unqualified,0.5,,
up,0.23076923076923078,,
upsetting,0.5,,
urban,0,,
urging,0.5,,
us,0.564625850340136,,
usa,0.5,,
using,0.2,,
usually,0.2,,
val,0.6666666666666666,,
valuable,0.6,,
value,0.6666666666666666,,
values,0.5714285714285714,,
ve,0.023255813953488372,,
veto,0,,
violence,0.06666666666666667,,
vision,0.625,,
vital,0.1111111111111111,,
vladimir,0.5,,
voices,0.2,,
volunteer,0.75,,
volunteering,0.6,,
volunteers,0.6,,
vote,0.20833333333333334,,
voted,0.6666666666666666,,
voting,0.7894736842105263,,
vulnerable,0,,
w,0.6,,
wage,0.6666666666666666,,
wait,0.5,,
wake,0.14285714285714285,,
walk,0.25,,
walker,0.5,,
walls,0.5,,
want,0.4878048780487805,,
wanted,0.6923076923076923,,
wanting,0.2,,
war,0.16666666666666666,,
was,0.37823834196891193,,
wasn’t,0.6666666666666666,,
watched,0.2,,
watching,0.2,,
water,0.4,,
way,0.2537313432835821,,
ways,0.625,,
we,0.7142857142857143,,
we,0.05263157894736842,,
we’d,0.5,,
we’ll,0.6666666666666666,,
we’re,0.9024390243902439,,
we’ve,0.8285714285714286,,
weapons,0.42857142857142855,,
wearing,0.5,,
weary,0.5,,
week,0.5384615384615384,,
weekend,0.2,,
weigh,0,,
welcome,0.42857142857142855,,
welcoming,0.6,,
well,0.7777777777777778,,
well,0.7083333333333334,,
went,0.45454545454545453,,
were,0.0847457627118644,,
weren’t,0.7777777777777778,,
west,0,,
what,0.7142857142857143,,
what,0.5124378109452736,,
what’s,0.8,,
whatever,0.375,,
wheelchair,0.7142857142857143,,
when,0.48905109489051096,,
when,0.6,,
whenever,0.5,,
where,0.37254901960784315,,
whether,0.5555555555555556,,
whipped,0.5,,
white,0.42857142857142855,,
who,0.2,,
who’s,0.5,,
who’ve,0.42857142857142855,,
whom,0.6666666666666666,,
whose,0.07692307692307693,,
why,0.627906976744186,,
wife,0.45454545454545453,,
willing,0.6666666666666666,,
winning,0,,
with,0.1174785100286533,,
without,0.29411764705882354,,
woman,0.68,,
women,0.475,,
women’s,0.6666666666666666,,
won’t,0.6,,
wonderful,0.14285714285714285,,
word,0,,
words,0.14285714285714285,,
work,0.4406779661016949,,
worked,0.38461538461538464,,
workforce,0.2,,
working,0.6774193548387096,,
workplaces,0.5,,
works,0,,
world,0.12195121951219512,,
worried,0.7142857142857143,,
worst,0.14285714285714285,,
worth,0.5,,
would,0.07246376811594203,,
wouldn’t,0.6666666666666666,,
wright,0.2,,
written,0,,
wrong,0.42857142857142855,,
years,0.21649484536082475,,
yes,0.3684210526315789,,
york,0.375,,
you,0.5373134328358209,,
you’ll,0.75,,
you’re,0.8571428571428571,,
you’ve,0.8333333333333334,,
young,0.8214285714285714,,
your,0.35526315789473684,,
youth,0,,
zianna,0.6,,
zip,0.6,,
