word,weight,
loop,0.3333333333333333,
california,0.3333333333333333,
bare,0.3333333333333333,
admitted,0.6,
58,0.3333333333333333,
59,0.3333333333333333,
eldercare,0.3333333333333333,
invited,0.3333333333333333,
bridges,0.3333333333333333,
crushed,0.5,
assurance,0.3333333333333333,
korea,0.42857142857142855,
murdered,0.14285714285714285,
flying,0.3333333333333333,
60,0.25,
overstay,0.3333333333333333,
62,0.3333333333333333,
64,0.3333333333333333,
allow,0.75,
mass,0.6,
proper,0.2,
admit,0.2,
common,0.15151515151515152,
interest,0.5555555555555556,
rampant,0.3333333333333333,
70,0.2,
patrol,0.6,
apply,0.5555555555555556,
politician,0.5,
incredible,0.8333333333333334,
mary,0.6666666666666666,
separated,0.2,
money,0.5757575757575758,
incredibly,0.3333333333333333,
raped,0.3333333333333333,
base,0.3333333333333333,
achievement,0.3333333333333333,
repayable,0.3333333333333333,
whole,0.09090909090909091,
loss,0.5,
reliable,0.3333333333333333,
lost,0.3333333333333333,
96,0.3333333333333333,
97,0.3333333333333333,
unconstitutional,0.5,
repayment,0.6,
enriched,0.3333333333333333,
lose,0.1111111111111111,
knowing,0.5,
among,0.42857142857142855,
terminate,0.75,
deportations,0.3333333333333333,
signature,0.5,
republican,0.14285714285714285,
defended,0.3333333333333333,
secret,0.42857142857142855,
foundation,0.14285714285714285,
clinton’s,0.8461538461538461,
throwing,0.3333333333333333,
mysteriously,0.6,
partnerships,0.3333333333333333,
identity,0.3333333333333333,
insurers,0.5,
federal,0.7419354838709677,
verify,0.3333333333333333,
include,0.5,
revisit,0.3333333333333333,
tremendously,0.3333333333333333,
households,0.3333333333333333,
gathering,0.3333333333333333,
regulations,0.9166666666666666,
voice,0.25,
hospitals,0.3333333333333333,
existence,0.3333333333333333,
rigorously,0.3333333333333333,
barbarians,0.3333333333333333,
negligent,0.3333333333333333,
exploration,0.5,
failed,0.8,
waterways,0.3333333333333333,
revising,0.3333333333333333,
insure,0.3333333333333333,
libel,0.3333333333333333,
prescribed,0.3333333333333333,
spend,0.1111111111111111,
distances,0.5,
grave,0.3333333333333333,
instead,0.3076923076923077,
ultimately,0.3333333333333333,
stolen,0.6,
temporary,0.6,
year,0.1232876712328767,
allowed,0.2857142857142857,
politically,0.5,
branch,0.8,
felony,0.3333333333333333,
victims,0.2,
extortion,0.3333333333333333,
sanctuary,0.8823529411764706,
agreement,0.2,
instruct,0.3333333333333333,
stop,0.5555555555555556,
minnesota,0.25,
happening,0.42857142857142855,
convictions,0.5,
boston,0.3333333333333333,
appropriate,0.3333333333333333,
least,0.75,
immediately,0.9047619047619048,
interstate,0.3333333333333333,
censors,0.3333333333333333,
refuse,0.1111111111111111,
behavior,0.5,
fostering,0.3333333333333333,
intrusion,0.3333333333333333,
screening,0.6,
evidence,0.38461538461538464,
voucher,0.3333333333333333,
historical,0.5,
official,0.3333333333333333,
ethics,0.75,
affordability,0.3333333333333333,
assessment,0.5,
deported,0.6,
surrender,0.5,
doesn,0.4117647058823529,
hijackers,0.3333333333333333,
users,0.3333333333333333,
energies,0.3333333333333333,
risen,0.5,
tests,0.3333333333333333,
beneficiary,0.3333333333333333,
materials,0.3333333333333333,
sanctions,0.3333333333333333,
defied,0.3333333333333333,
private,0.5384615384615384,
arrivals,0.5,
desperately,0.3333333333333333,
cheering,0.3333333333333333,
accomplish,0.7142857142857143,
spirited,0.3333333333333333,
end,0.6712328767123288,
rapist,0.3333333333333333,
forty,0.3333333333333333,
special,0.7297297297297297,
pulpit,0.3333333333333333,
visited,0.3333333333333333,
contributors,0.6,
atmosphere,0.3333333333333333,
release,0.7777777777777778,
charter,0.5,
occurs,0.3333333333333333,
crosses,0.3333333333333333,
scalia,0.3333333333333333,
investors,0.3333333333333333,
crosser,0.3333333333333333,
fullest,0.5,
epa,0.3333333333333333,
proceedings,0.3333333333333333,
partnership,0.6923076923076923,
aliens,0.8666666666666667,
seventy,0.3333333333333333,
foundations,0.3333333333333333,
ivanka,0.5,
thousands,0.6842105263157895,
driven,0.3333333333333333,
crossed,0.3333333333333333,
accusations,0.3333333333333333,
pouring,0.2,
remind,0.3333333333333333,
valid,0.3333333333333333,
deficit,0.6,
honestly,0.14285714285714285,
stores,0.3333333333333333,
2nd,0.9130434782608695,
eisenhower,0.3333333333333333,
slip,0.3333333333333333,
francisco,0.3333333333333333,
bleaching,0.6666666666666666,
screen,0.3333333333333333,
aerial,0.3333333333333333,
trial,0.3333333333333333,
pages,0.3333333333333333,
net,0.3333333333333333,
entrance,0.3333333333333333,
shale,0.8181818181818182,
new,0.23255813953488372,
below,0.6,
estate,0.3333333333333333,
tool,0.3333333333333333,
440,0.3333333333333333,
financial,0.5,
influenced,0.3333333333333333,
indictments,0.3333333333333333,
reaching,0.3333333333333333,
media,0.8260869565217391,
islam,0.3333333333333333,
chose,0.5,
declared,0.3333333333333333,
egypt,0.6,
forms,0.3333333333333333,
amendment,0.6875,
maintain,0.3333333333333333,
establishing,0.3333333333333333,
johnson,0.2,
decided,0.5,
companies,0.5789473684210527,
congressionally,0.75,
fully,0.3333333333333333,
waves,0.5,
encompass,0.6666666666666666,
eliminated,0.3333333333333333,
expected,0.3333333333333333,
countries,0.65,
eliminates,0.3333333333333333,
mystery,0.3333333333333333,
graduated,0.3333333333333333,
complexity,0.3333333333333333,
regrets,0.3333333333333333,
another,0.3157894736842105,
automatically,0.3333333333333333,
ronnebeck,0.3333333333333333,
journalists,0.3333333333333333,
comeback,0.5,
absolute,0.5,
supported,0.5294117647058824,
resulted,0.3333333333333333,
wealthy,0.4666666666666667,
florida,0.06666666666666667,
documents,0.5,
administration,0.9682539682539683,
research,0.5,
openly,0.3333333333333333,
“avalanche”,0.3333333333333333,
sovereign,0.3333333333333333,
airports,0.6,
destroying,0.6666666666666666,
inflow,0.7777777777777778,
involving,0.3333333333333333,
graduates,0.3333333333333333,
nearly,0.08333333333333333,
non,0.6666666666666666,
central,0.42857142857142855,
impose,0.6,
chadwick,0.3333333333333333,
dreamers,0.3333333333333333,
wisconsin,0.2,
visas,0.8,
race,0.25,
massively,0.6,
ronald,0.875,
detailed,0.5,
african,0.3333333333333333,
understaffed,0.3333333333333333,
risk,0.2857142857142857,
attempted,0.3333333333333333,
play,0.75,
subsidy,0.5,
quickly,0.75,
taxes,0.8260869565217391,
eligibility,0.3333333333333333,
nearby,0.3333333333333333,
priorities,0.6,
endured,0.3333333333333333,
taxed,0.3333333333333333,
catch,0.7142857142857143,
financially,0.3333333333333333,
plan,0.6585365853658537,
double,0.6,
stations,0.3333333333333333,
davis,0.2,
fbi,0.8571428571428571,
employees’,0.3333333333333333,
ships,0.6,
comfortable,0.3333333333333333,
farms,0.6,
pulpits,0.3333333333333333,
completely,0.6,
demonstrators,0.3333333333333333,
sentences,0.6,
portion,0.3333333333333333,
youngest,0.3333333333333333,
receiving,0.7142857142857143,
modern,0.6,
probes,0.3333333333333333,
lobbyist,0.7142857142857143,
vegas,0.2,
grit,0.3333333333333333,
great,0.05747126436781609,
organization,0.42857142857142855,
behold,0.3333333333333333,
dominance,0.3333333333333333,
levels,0.6666666666666666,
economic,0.5,
applicants,0.5,
used,0.23076923076923078,
constantly,0.6,
retirement,0.3333333333333333,
threaten,0.5,
presented,0.3333333333333333,
enrich,0.5,
highways,0.3333333333333333,
letting,0.3333333333333333,
otherwise,0.7142857142857143,
survival,0.3333333333333333,
laughed,0.3333333333333333,
inner,0.8333333333333334,
produced,0.42857142857142855,
market,0.5,
effect,0.2,
solemn,0.3333333333333333,
unworthy,0.3333333333333333,
choked,0.3333333333333333,
rakes,0.3333333333333333,
reagan,0.6842105263157895,
candidate,0.3333333333333333,
along,0.14285714285714285,
dialogue,0.3333333333333333,
win,0.5,
designed,0.3333333333333333,
breach,0.3333333333333333,
mocked,0.3333333333333333,
unfairly,0.3333333333333333,
lobbying,0.8666666666666667,
critics,0.3333333333333333,
visit,0.3333333333333333,
reduction,0.7142857142857143,
extent,0.3333333333333333,
bring,0.5217391304347826,
appointing,0.6,
losing,0.3333333333333333,
fix,0.42857142857142855,
incompetence,0.3333333333333333,
warfare,0.5,
honest,0.09090909090909091,
manufacturing,0.75,
barron,0.3333333333333333,
deaths,0.5,
uprooted,0.3333333333333333,
gang,0.75,
engineers,0.3333333333333333,
an,0.05172413793103448,
former,0.09090909090909091,
upstate,0.3333333333333333,
peace,0.1111111111111111,
brother,0.2,
hurt,0.2,
deletes,0.3333333333333333,
takeover,0.3333333333333333,
consequently,0.3333333333333333,
rape,0.3333333333333333,
backers,0.3333333333333333,
search,0.3333333333333333,
stripping,0.3333333333333333,
systems,0.6,
laundering,0.3333333333333333,
sudden,0.3333333333333333,
by,0.225130890052356,
charge,0.07692307692307693,
keeping,0.1111111111111111,
fly,0.2,
deleted,0.75,
voter,0.5789473684210527,
fueled,0.3333333333333333,
unfit,0.1111111111111111,
freely,0.3333333333333333,
language,0.3333333333333333,
fighters,0.3333333333333333,
accomplished,0.5,
attacks,0.1111111111111111,
won,0.6,
needs,0.043478260869565216,
which,0.29411764705882354,
deduct,0.3333333333333333,
decaying,0.3333333333333333,
em,0.3333333333333333,
olander,0.3333333333333333,
horrific,0.5,
piece,0.5,
necessity,0.3333333333333333,
identifying,0.3333333333333333,
mistakes,0.5,
perhaps,0.3333333333333333,
rate,0.25,
plot,0.3333333333333333,
trouble,0.3333333333333333,
prosperity,0.6,
class,0.4482758620689655,
deport,0.7142857142857143,
justly,0.3333333333333333,
form,0.2,
publish,0.3333333333333333,
significantly,0.5,
orchestrated,0.3333333333333333,
withdraw,0.5,
straightforward,0.3333333333333333,
very,0.14285714285714285,
decade,0.5,
placed,0.5,
renegotiate,0.92,
congress,0.6,
welfare,0.8181818181818182,
legislative,0.5,
vessel,0.3333333333333333,
easily,0.5,
jails,0.2,
believable,0.3333333333333333,
manipulation,0.8181818181818182,
violently,0.3333333333333333,
likely,0.25,
advisory,0.3333333333333333,
issue,0.45454545454545453,
lower,0.84,
dismissed,0.3333333333333333,
certification,0.3333333333333333,
conservation,0.3333333333333333,
supplement,0.3333333333333333,
gave,0.38461538461538464,
continuing,0.3333333333333333,
rebuilds,0.3333333333333333,
lawful,0.7142857142857143,
gays,0.3333333333333333,
accomplices,0.6666666666666666,
strings,0.3333333333333333,
vets,0.8888888888888888,
ability,0.3333333333333333,
modernize,0.3333333333333333,
sadly,0.5,
immigration,0.8695652173913043,
roaming,0.3333333333333333,
knew,0.2,
draw,0.3333333333333333,
540,0.3333333333333333,
disposition,0.3333333333333333,
complete,0.3333333333333333,
accomplishment,0.5,
ll,0.25,
picket,0.3333333333333333,
political,0.7142857142857143,
while,0.043478260869565216,
second,0.047619047619047616,
550,0.6,
brotherhood,0.3333333333333333,
sufficient,0.3333333333333333,
widespread,0.3333333333333333,
tolerance,0.5,
profited,0.3333333333333333,
contest,0.3333333333333333,
mr,0.9120879120879121,
flowing,0.5,
chosen,0.3333333333333333,
entry,0.75,
expand,0.3333333333333333,
subcommittee,0.3333333333333333,
coal,0.6923076923076923,
devastating,0.3333333333333333,
columbus,0.3333333333333333,
legacy,0.14285714285714285,
code,0.25,
hammer,0.8,
terrorists,0.6470588235294118,
ideology,0.3333333333333333,
devastation,0.3333333333333333,
oil,0.8181818181818182,
of,0.042113955408753095,
oh,0.3333333333333333,
ok,0.7142857142857143,
sympathy,0.3333333333333333,
rescue,0.3333333333333333,
on,0.11455108359133127,
influx,0.5,
devastate,0.3333333333333333,
drew,0.3333333333333333,
phoenix,0.6,
remarks,0.5,
increasingly,0.3333333333333333,
nation,0.18518518518518517,
revitalization,0.5,
registered,0.25,
convenience,0.3333333333333333,
periodically,0.3333333333333333,
extremely,0.3333333333333333,
speaking,0.5,
ripping,0.3333333333333333,
hundreds,0.42857142857142855,
recent,0.3333333333333333,
promises,0.42857142857142855,
brand,0.6666666666666666,
they,0.21161825726141079,
suspension,0.3333333333333333,
proposal,0.5,
registrations,0.3333333333333333,
lowered,0.6666666666666666,
ancient,0.3333333333333333,
re,0.5342465753424658,
consolidated,0.3333333333333333,
refocus,0.3333333333333333,
attorney,0.3333333333333333,
donors,0.8571428571428571,
obtained,0.3333333333333333,
elites,0.6,
donated,0.3333333333333333,
crossings,0.6,
conservative,0.3333333333333333,
discovered,0.3333333333333333,
strengthening,0.3333333333333333,
activity,0.75,
bled,0.5,
executed,0.3333333333333333,
seek,0.6,
seen,0.05263157894736842,
se,0.3333333333333333,
unemployed,0.3333333333333333,
accountability,0.6,
email,0.6923076923076923,
issuing,0.3333333333333333,
rollback,0.3333333333333333,
decision,0.25,
syria,0.8,
closet,0.3333333333333333,
heed,0.3333333333333333,
dismantle,0.2,
trillions,0.75,
norms,0.3333333333333333,
assist,0.3333333333333333,
threatens,0.5,
country,0.2184873949579832,
joint,0.5,
reasonable,0.3333333333333333,
rules,0.7777777777777778,
nebraska,0.3333333333333333,
rulings,0.3333333333333333,
amazing,0.38461538461538464,
military,0.6326530612244898,
treated,0.5,
ensure,0.47368421052631576,
usual,0.3333333333333333,
invading,0.3333333333333333,
va,0.5,
solve,0.2,
towns,0.2,
region,0.42857142857142855,
support,0.4,
drop,0.3333333333333333,
changes,0.2,
cold,0.3333333333333333,
gas,0.8181818181818182,
lies,0.3333333333333333,
mandated,0.3333333333333333,
cases,0.6,
previous,0.3333333333333333,
regime,0.3333333333333333,
securing,0.3333333333333333,
casey,0.3333333333333333,
lied,0.9,
subsidize,0.3333333333333333,
courts,0.3333333333333333,
hell,0.5,
beyond,0.5,
absoltely,0.3333333333333333,
problem,0.16666666666666666,
teams,0.3333333333333333,
method,0.3333333333333333,
contract,0.9166666666666666,
bragg,0.3333333333333333,
smartest,0.3333333333333333,
elections,0.5,
dereliction,0.3333333333333333,
unemployment,0.5,
nationwide,0.3333333333333333,
force,0.3333333333333333,
sexual,0.3333333333333333,
resettling,0.3333333333333333,
north,0.6363636363636364,
slander,0.6,
our,0.1736842105263158,
labeling,0.6666666666666666,
continues,0.3333333333333333,
power,0.14285714285714285,
sell,0.5,
premiums,0.6666666666666666,
continued,0.3333333333333333,
lawmakers,0.3333333333333333,
puts,0.75,
forcing,0.3333333333333333,
massive,0.9259259259259259,
additionally,0.3333333333333333,
located,0.3333333333333333,
lastly,0.3333333333333333,
prone,0.5,
owe,0.6,
date,0.3333333333333333,
addresses,0.3333333333333333,
data,0.5,
sound,0.3333333333333333,
rebuilding,0.7777777777777778,
drug,0.4,
revitalize,0.5,
brutalized,0.5,
create,0.4444444444444444,
consequences,0.6,
criminal,0.7543859649122807,
tariffs,0.7142857142857143,
proposes,0.3333333333333333,
sent,0.1111111111111111,
prestige,0.5,
nightmare,0.5,
ending,0.8333333333333334,
core,0.7419354838709677,
addressed,0.6,
proposed,0.7142857142857143,
fraud,0.3333333333333333,
expenses,0.3333333333333333,
blighted,0.3333333333333333,
security,0.4634146341463415,
station,0.5,
regimes,0.3333333333333333,
pueblo,0.5,
affairs,0.3333333333333333,
costs,0.8181818181818182,
factory,0.3333333333333333,
cost,0.5,
will,0.6141975308641975,
groups,0.5,
allowing,0.5,
loopholes,0.7142857142857143,
oath,0.9,
compliance,0.5,
assured,0.3333333333333333,
locations,0.5,
these,0.3253012048192771,
begins,0.8823529411764706,
collusion,0.3333333333333333,
contributions,0.5,
recruiting,0.3333333333333333,
sovereignty,0.3333333333333333,
whatsoever,0.3333333333333333,
captors,0.3333333333333333,
devices,0.3333333333333333,
dedication,0.3333333333333333,
apparent,0.3333333333333333,
journalism,0.3333333333333333,
graduating,0.3333333333333333,
exposure,0.3333333333333333,
remarking,0.3333333333333333,
entitled,0.3333333333333333,
achieve,0.2,
arrived,0.3333333333333333,
economically,0.3333333333333333,
ruined,0.3333333333333333,
overwhelm,0.3333333333333333,
humbly,0.3333333333333333,
americanism,0.3333333333333333,
returned,0.3333333333333333,
discuss,0.5,
liberal,0.3333333333333333,
standard,0.3333333333333333,
correct,0.5,
roaring,0.3333333333333333,
gov,0.3333333333333333,
deadly,0.5,
institution,0.3333333333333333,
amounts,0.3333333333333333,
murder,0.5,
enormous,0.3333333333333333,
lack,0.3333333333333333,
spending,0.42857142857142855,
treasury,0.3333333333333333,
revise,0.3333333333333333,
aren,0.2,
claims,0.5,
folks,0.4117647058823529,
instituting,0.3333333333333333,
child,0.03225806451612903,
regional,0.3333333333333333,
taxpayers,0.3333333333333333,
obsolete,0.3333333333333333,
ferguson,0.3333333333333333,
deductions,0.3333333333333333,
rededication,0.3333333333333333,
remove,0.5,
producing,0.6666666666666666,
victory,0.5,
colorado,0.2,
china,0.6,
620,0.3333333333333333,
complains,0.3333333333333333,
debating,0.5,
smuggled,0.3333333333333333,
bleeding,0.3333333333333333,
american,0.6162790697674418,
